,FLA1 amount,RAM1 amount,LAN speed,802dot11,Release
D-Link DSL-2740E rev V1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
AMIT WMQ137AM,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2008
Netgear DG834Gv5,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2008
TP-LINK TD-W8968 v1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
TRENDnet TEW-671BR,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abgn,2009
Linksys WRT54GS v1.1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2004
Linksys E800,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
D-Link DAP-1360 rev C1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
NEXIOM TR307,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
NEXX Wireless WT1510U,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
Technicolor TD5136 v2,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
Linksys WRT120N,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
EnGenius ETR-9360,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
Sony VGP-WAR100,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
D-Link DWR-116 rev A1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
2Wire HomePortal 1000HW,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,b,2003
TP-LINK TL-WR842ND v1.x,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
D-Link DAP-1360L rev A1,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
D-Link DIR-615 rev M1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
Buffalo WZR-AG300NH,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,abgn,2007
Wippies WifiBox (APG61),8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2006
D-Link DIR-300/NRU rev B7,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
ZyXEL NBG-419N v1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
Rosewill RNX-N150RT v1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
OvisLink AirLive N.Power,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
Belkin F9K1107,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abgn,2011
D-Link DIR-320 rev A1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2007
D-Link DIR-615 rev E5,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
D-Link DIR-605L rev B2,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2014
Ubiquiti Networks airRouter,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
Buffalo WHR-G300N v1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2008
Tecom GW6000,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2006
D-Link DIR-320 rev D1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
USRobotics USR5453,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2006
SMC SMC8014WN2,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
Planet WNRT-617 v2,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
Netgear WNR2000v1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2008
ZyXEL NBG4615 v1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,bgn,2011
EnGenius ECB3500,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2009
TP-LINK TL-MR3420 v2,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
Hame Super 3.5G Router (HM-432R),4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2009
MikroTik RouterBOARD 951-2n (RB951-2n),64 MiB67108864 B524288 Kib65536 KiB512 Mib0.0625 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
Ubiquiti Networks airGateway,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
Linksys WRT310N v1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,bgn,2007
Linksys WRV54G v1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2004
I-O DATA WN-APG/R,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abg,2004
ASUS RT-N10P,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
D-Link DIR-300 rev B1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
ASUS RT-N10P V2,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
Linksys E2000,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,abgn,2010
Colubris Networks WAP-200,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abg,2006
SAPIDO RB-1732,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
D-Link DIR-300S rev A1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
TP-LINK TL-WR841ND v5.x,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
D-Link DIR-605L rev A1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
Open-Mesh MR500,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abgn,2009
AVM FRITZ!Box Fon WLAN 7170 v2,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,
Edimax AR7167WnA,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Comtrend CT-6373,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2005
Planex BLW-04SAG,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abg,2004
Linksys WRT310N v2,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,bgn,2009
Linksys WRT54G3GV2-ST,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2007
Aruba Networks AP61,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,abg,2004
ASUS RT-N10 rev C1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Cameo WLN-2220,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
D-Link DIR-412 rev A1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2009
Linksys WRT300N v1.1,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2007
TP-LINK TL-WR841ND v3.0,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2008
Ubee DDW2602,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2008
ASUS WL-330N3G,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
ASUS RT-N10U B,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
DealExtreme 92141,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,
FON Wireless FON2412BP0,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2012
D-Link DIR-615 rev I3,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
AMIT CDW531AM-002,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
Dynex DX-NRUTER,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2008
Tenda W303R v3 (??),2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
TRENDnet TEW-632BRP,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2007
Gemtek WRTD-117GW,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bg,2004
Amigo BRF70n,,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2013
Netgear WN802Tv2,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100/1000,bgn,2008
Netis DL-4303,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2011
D-Link DSL-2640U rev C4,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,10/100,bgn,2010
Medion Life P89190 (MD87050),4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,32 MiB33554432 B262144 Kib32768 KiB256 Mib0.0313 GiB,unspecified,bgn,2014
Tenda D301,7.626 MiB7996766.444 B62474.738 Kib7809.342 KiB61.01 Mib0.00745 GiB,30.505 MiB31987065.777 B249898.951 Kib31237.369 KiB244.042 Mib0.0298 GiB,10/100,bgn,2013
Micronet SP916GL V4,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,24 MiB25165824 B196608 Kib24576 KiB192 Mib0.0234 GiB,10/100,bg,2007
Belkin F5D8236-4 v2,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2008
Motorola WR850G v1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2003
JAHT WAM-4054P,,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,
D-Link DIR-655 rev A1/A2,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100/1000,bgn,2006
Motorola WR850G v3,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2004
Belkin F5D8233-4 v4,,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2008
D-Link DI-724U rev A1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2005
ZuniDigital ZR301,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2011
Linksys WRTP54G,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2005
Siemens SpeedStream 6520 (060-N651-A20),,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2005
Edimax BR-6574n,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100/1000,bgn,2008
ViKosmo VK-100RTg,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2009
D-Link DIR-635 rev A1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2006
ASUS RT-N10E,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2012
Zonet ZSR1104WE,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2003
Belkin F5D8230-4 v3,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2006
CompUSA 54Mbps Wireless Broadband Router (333628),2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2005
D-Link DIR-515 rev A1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2010
Airespace 1200AB,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,unspecified,ab,
Allied Telesis AT-WR2304N,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2008
Tenda W303R v1 (??),,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2011
Huawei EchoLife HG550,,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,
Tenda W150M+,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,
Sitecom WL-122,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2003
AboCom WAP5502,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2010
Edimax BR-6228nS,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2011
Edimax BR-6216Mg,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,
ZyXEL NBG334W,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2007
CNet CQR-980,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2010
Ubee U10C019,8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2006
D-Link DGL-4500 rev A1,,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100/1000,abgn,2007
D-Link DIR-400 A1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2007
ZyXEL P-330W v1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2005
Linksys WRT54G2 v1.0,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2008
ASUS AM604g,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,
D-Link DWL-2100AP rev A5,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2004
Linksys WRT150N v1.1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2007
Netgear KWGR614,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2006
PHICOMM FWR-734N,,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2011
EnGenius ESR1221N,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2010
TRENDnet TEW-511BRP,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,abg,2005
Billion BiPAC 5200G RC,,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2009
D-Link DSL-2640U rev C1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2008
Cisco AIR-AP340 (AIR-AP342E2CUS),2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,b,2000
ASUS WL-600g,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2006
Best Data WR300NR,,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2013
Netgear WPN824v1,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2005
Rosewill RNX-GX4,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2009
Winstars WS-WN518N2,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2012
Netgear DG834GT,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2004
3Com OfficeConnect 3CRWER200-75,,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2006
Belkin F5D8230-4 v1,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2005
ASUS DCW625,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2003
Westell WireSpeed 2410,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,b,
Encore ENHWI-1AN42,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2011
Buffalo WAP-001,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2008
EDUP WAR-54M-01,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2003
TP-LINK TD-W8920G,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2007
SMC SMCWBR14S-N,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bgn,2007
ASUS WL-530gV2,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,
Extreme Networks Altitude 350-2 w/ Integ. Ant. (15938),8 MiB8388608 B65536 Kib8192 KiB64 Mib0.00781 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,abg,2006
PRO-NETS WR514A,,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2008
Linksys WRT54GS v7.0,2 MiB2097152 B16384 Kib2048 KiB16 Mib0.00195 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2007
D-Link DI-774 rev A2,1 MiB1048576 B8192 Kib1024 KiB8 Mib9.765625e-4 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,abg,2003
ASUS WL-330gE,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2007
Linksys WRT54G v4,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2005
Airlink+ RT211W,4 MiB4194304 B32768 Kib4096 KiB32 Mib0.00391 GiB,16 MiB16777216 B131072 Kib16384 KiB128 Mib0.0156 GiB,10/100,bg,2003
